SurveyID,UserID,Any additional notes or comments,Are you openly identified at work as a person with a mental health issue?,Are you self-employed?,Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Describe the circumstances of the badly handled or unsupportive response.,Describe the circumstances of the supportive or well handled response.,Describe the conversation with coworkers you had about your mental health including their reactions.,"Describe the conversation you had with your employer about your mental health, including their reactions and what actions were taken to address your mental health issue/questions.",Describe the conversation you had with your previous coworkers about your mental health including their reactions.,"Describe the conversation you had with your previous employer about your mental health, including their reactions and actions taken to address your mental health issue/questions.",Describe the conversation your coworker had with you about their mental health (please do not use names).,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever discuss your mental health with your previous employer?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Do you believe your productivity is ever affected by a mental health issue?,Do you currently have a mental health disorder?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you feel that your employer takes mental health as seriously as physical health?,Do you have a family history of mental illness?,Do you have medical coverage (private insurance or state-provided) that includes treatment of mental health disorders?,Do you have previous employers?,Do you know local or online resources to seek help for a mental health issue?,Do you know the options for mental health care available under your employer-provided health coverage?,Do you know the options for mental health care your employer provides?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a mental health issue with your employer would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,Do you work remotely (outside of an office) at least 50% of the time?,Do you work remotely?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Does your employer provide resources to learn more about mental health issues and how to seek help?,Has being identified as a person with a mental health issue affected your career?,Has your employer ever discussed mental health as part of an employee wellness program?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Have you ever been diagnosed with a mental health disorder?,Have you ever discussed your mental health with coworkers?,Have you ever discussed your mental health with your employer?,Have you ever had a coworker discuss their or another coworker's mental health with you?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Have you heard of or observed negative consequences for coworkers with mental health conditions in your workplace?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have you observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have your previous employers provided mental health benefits?,How easy is it for you to take medical leave for a mental health condition?,How has it affected your career?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If maybe, what condition(s) do you believe you have?","If there is anything else you would like to tell us that has not been covered by the survey questions, please use this space to do so.","If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?","If yes, what condition(s) have you been diagnosed with?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?","If you have a mental health condition, do you feel that it interferes with your work?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health disorder to a client or business contact, how has this affected you or the relationship?","If you have revealed a mental health disorder to a coworker or employee, how has this impacted you or the relationship?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If you live in the United States, which state or territory do you live in?",Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,"Overall, how much importance did your previous employer place on mental health?","Overall, how much importance did your previous employer place on physical health?","Overall, how much importance does your employer place on mental health?","Overall, how much importance does your employer place on physical health?","Overall, how well do you think the tech industry supports employees with mental health issues?",Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Was your employer primarily a tech company/organization?,Were you aware of the options for mental health care provided by your previous employers?,What US state or territory do you work in?,What country do you live in?,What country do you work in?,What is your age?,What is your gender?,What is your race?,Which of the following best describes your work position?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you be willing to discuss a mental health issue with your coworkers?,Would you be willing to discuss a mental health issue with your direct supervisor(s)?,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),Would you bring up a mental health issue with a potential employer in an interview?,Would you bring up a physical health issue with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?
2014,16,"I have chronic, low-level neurological issues that have mental health side effects. One of my supervisors has also experienced similar neurological problems so I feel more comfortable being open about my issues than I would with someone without that experience. ",,-1,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,Not sure,,,No,,No,,No,,,Yes,No,,No,,,,,,1,,,No,,,,,Somewhat easy,,26-100,,,,,,,,Rarely,,,,,,,,,Illinois,Don't know,1,,,,,,,,,,,United States,,29,Female,,,,Yes,Some of them,,Maybe,Maybe,,,,,,
2014,17,"My company does provide healthcare, but not to me as I'm on a fixed-term contract. The mental healthcare I use is provided entirely outside of my work.",,-1,,,,,,,,,,,,,,,,,,,No,No,,,,,No,,,Maybe,,No,,Yes,,,Don't know,Don't know,,Don't know,,,,,,1,,,No,,,,,Very easy,,26-100,,,,,,,,Sometimes,,,,,,,,,-1,Don't know,1,,,,,,,,,,,United Kingdom,,23,Male,,,,Some of them,No,,Maybe,Maybe,,,,,,
2014,18,-1,,-1,,,,,,,,,,,,,,,,,,,No,No,,,,,Yes,,,Maybe,,No,,No,,,Yes,Don't know,,No,,,,,,1,,,No,,,,,Don't know,,6-25,,,,,,,,Sometimes,,,,,,,,,Tennessee,Don't know,1,,,,,,,,,,,United States,,32,Male,,,,Some of them,Yes,,No,No,,,,,,
2014,19,-1,,1,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Not sure,,,No,,No,,Yes,,,Yes,Don't know,,Yes,,,,,,0,,,Yes,,,,,Very easy,,1-5,,,,,,,,Sometimes,,,,,,,,,Maryland,Yes,1,,,,,,,,,,,United States,,46,Male,,,,Yes,Yes,,No,Yes,,,,,,
2014,20,-1,,1,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,No,,,No,,No,,Yes,,,No,No,,Yes,,,,,,0,,,No,,,,,Somewhat easy,,6-25,,,,,,,,-1,,,,,,,,,-1,Yes,1,,,,,,,,,,,France,,36,Male,,,,Some of them,Some of them,,Maybe,Maybe,,,,,,
2014,21,-1,,0,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Maybe,,No,,No,,,Yes,No,,No,,,,,,1,,,No,,,,,Somewhat difficult,,100-500,,,,,,,,Sometimes,,,,,,,,,New York,No,1,,,,,,,,,,,United States,,29,Male,,,,Some of them,Some of them,,No,No,,,,,,
2014,22,-1,,1,,,,,,,,,,,,,,,,,,,Yes,No,,,,,No,,,No,,No,,Yes,,,No,No,,No,,,,,,0,,,No,,,,,Somewhat difficult,,1-5,,,,,,,,Never,,,,,,,,,North Carolina,Yes,1,,,,,,,,,,,United States,,31,Male,,,,Some of them,Some of them,,No,Maybe,,,,,,
2014,23,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,Yes,,,Maybe,,No,,Yes,,,Yes,No,,No,,,,,,1,,,No,,,,,Don't know,,26-100,,,,,,,,Often,,,,,,,,,Massachusetts,Don't know,1,,,,,,,,,,,United States,,46,Male,,,,Some of them,Yes,,No,Maybe,,,,,,
2014,24,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,Maybe,,No,,No,,,Don't know,Don't know,,No,,,,,,1,,,No,,,,,Don't know,,More than 1000,,,,,,,,Never,,,,,,,,,Iowa,Don't know,0,,,,,,,,,,,United States,,41,Male,,,,No,No,,No,Yes,,,,,,
2014,25,Relatively new job. Ask again later,,0,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,Not sure,,,No,,No,,No,,,Yes,Yes,,Don't know,,,,,,1,,,No,,,,,Don't know,,26-100,,,,,,,,Rarely,,,,,,,,,California,Yes,1,,,,,,,,,,,United States,,33,Male,,,,Yes,Yes,,No,Yes,,,,,,
2014,26,"Sometimes I think  about using drugs for my mental health issues. If i use drugs, I feel better",,0,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Yes,,No,,No,,,Yes,Don't know,,No,,,,,,1,,,No,,,,,Very easy,,More than 1000,,,,,,,,Sometimes,,,,,,,,,Tennessee,No,0,,,,,,,,,,,United States,,35,Male,,,,Some of them,Yes,,No,Yes,,,,,,
2014,27,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Not sure,,,Maybe,,Maybe,,No,,,Don't know,Don't know,,No,,,,,,0,,,No,,,,,Don't know,,1-5,,,,,,,,-1,,,,,,,,,Tennessee,Don't know,1,,,,,,,,,,,United States,,33,Male,,,,Some of them,No,,No,No,,,,,,
2014,28,-1,,0,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,No,,No,,Yes,,,Yes,Don't know,,Don't know,,,,,,1,,,No,,,,,Don't know,,6-25,,,,,,,,Rarely,,,,,,,,,California,Don't know,1,,,,,,,,,,,United States,,35,Female,,,,Yes,Yes,,Maybe,Maybe,,,,,,
2014,29,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,Not sure,,,No,,No,,Yes,,,Don't know,Don't know,,No,,,,,,1,,,No,,,,,Somewhat difficult,,26-100,,,,,,,,Sometimes,,,,,,,,,Ohio,Don't know,1,,,,,,,,,,,United States,,34,Male,,,,Some of them,No,,No,No,,,,,,
2014,30,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,No,,,Yes,,Maybe,,No,,,No,No,,No,,,,,,0,,,No,,,,,Very difficult,,6-25,,,,,,,,Sometimes,,,,,,,,,-1,Don't know,1,,,,,,,,,,,United Kingdom,,37,Male,,,,Some of them,No,,No,Maybe,,,,,,
2014,31,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,No,,,Yes,,Yes,,Yes,,,No,No,,No,,,,,,0,,,No,,,,,Don't know,,6-25,,,,,,,,Never,,,,,,,,,-1,Don't know,1,,,,,,,,,,,United Kingdom,,32,Male,,,,Some of them,Some of them,,No,Maybe,,,,,,
2014,32,-1,,1,,,,,,,,,,,,,,,,,,,No,Yes,,,,,Yes,,,Yes,,No,,Yes,,,No,No,,No,,,,,,0,,,Yes,,,,,Somewhat difficult,,1-5,,,,,,,,Rarely,,,,,,,,,Pennsylvania,Don't know,1,,,,,,,,,,,United States,,31,Male,,,,No,No,,No,No,,,,,,
2014,33,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,No,,,Maybe,,No,,Yes,,,Don't know,No,,No,,,,,,1,,,No,,,,,Somewhat easy,,500-1000,,,,,,,,Sometimes,,,,,,,,,-1,Yes,1,,,,,,,,,,,United Kingdom,,30,Male,,,,Some of them,Yes,,No,Yes,,,,,,
2014,34,"I selected my current employer based on its policies about self care and the quality of their overall health and wellness benefits. I still have residual caution from previous employers, who ranged from ambivalent to indifferent to actively hostile regarding mental health concerns.",,0,,,,,,,,,,,,,,,,,,,Don't know,Yes,,,,,Yes,,,Maybe,,No,,Yes,,,Yes,Yes,,Yes,,,,,,1,,,No,,,,,Very easy,,26-100,,,,,,,,Sometimes,,,,,,,,,Washington,Yes,1,,,,,,,,,,,United States,,42,Male,,,,Some of them,Some of them,,Maybe,Yes,,,,,,
2014,35,-1,,0,,,,,,,,,,,,,,,,,,,Yes,No,,,,,Yes,,,Maybe,,No,,No,,,Yes,No,,No,,,,,,1,,,No,,,,,Don't know,,1-5,,,,,,,,Sometimes,,,,,,,,,Wisconsin,Don't know,1,,,,,,,,,,,United States,,40,Female,,,,Some of them,No,,No,Maybe,,,,,,
2014,36,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Yes,,,No,,No,,No,,,No,No,,No,,,,,,1,,,No,,,,,Very easy,,6-25,,,,,,,,Rarely,,,,,,,,,New York,Don't know,1,,,,,,,,,,,United States,,27,Male,,,,Yes,Yes,,Maybe,Maybe,,,,,,
2014,37,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,Yes,,Maybe,,No,,,No,No,,No,,,,,,0,,,No,,,,,Very easy,,1-5,,,,,,,,Rarely,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Canada,,29,Male,,,,Some of them,No,,No,No,,,,,,
2014,38,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,Yes,,,Maybe,,No,,No,,,No,No,,No,,,,,,0,,,No,,,,,Somewhat easy,,100-500,,,,,,,,-1,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Portugal,,38,Male,,,,Some of them,Some of them,,No,Maybe,,,,,,
2014,39,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Yes,,,No,,No,,No,,,Yes,Don't know,,No,,,,,,0,,,No,,,,,Don't know,,100-500,,,,,,,,-1,,,,,,,,,Indiana,Don't know,1,,,,,,,,,,,United States,,50,Male,,,,Some of them,Yes,,No,Maybe,,,,,,
2014,40,-1,,0,,,,,,,,,,,,,,,,,,,Yes,No,,,,,Yes,,,No,,No,,Yes,,,Yes,Yes,,No,,,,,,1,,,No,,,,,Very easy,,More than 1000,,,,,,,,Rarely,,,,,,,,,Texas,Yes,1,,,,,,,,,,,United States,,35,Male,,,,Yes,Yes,,Maybe,Maybe,,,,,,
2014,41,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,No,,,Maybe,,Maybe,,No,,,No,No,,No,,,,,,1,,,Yes,,,,,Don't know,,6-25,,,,,,,,Sometimes,,,,,,,,,-1,Don't know,1,,,,,,,,,,,United Kingdom,,24,Male,,,,Some of them,No,,No,Yes,,,,,,
2014,42,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Not sure,,,Yes,,Yes,,Yes,,,Yes,Yes,,Don't know,,,,,,0,,,No,,,,,Somewhat difficult,,More than 1000,,,,,,,,-1,,,,,,,,,Michigan,Don't know,1,,,,,,,,,,,United States,,35,Male,,,,Some of them,No,,No,Maybe,,,,,,
2014,43,-1,,0,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,Maybe,,No,,No,,,No,No,,No,,,,,,1,,,No,,,,,Very difficult,,1-5,,,,,,,,Sometimes,,,,,,,,,-1,Yes,1,,,,,,,,,,,Canada,,27,Male,,,,Some of them,No,,No,No,,,,,,
2014,44,-1,,0,,,,,,,,,,,,,,,,,,,No,No,,,,,Not sure,,,Yes,,Maybe,,No,,,No,No,,No,,,,,,0,,,No,,,,,Somewhat difficult,,6-25,,,,,,,,Often,,,,,,,,,-1,Don't know,1,,,,,,,,,,,Netherlands,,18,Male,,,,No,Some of them,,No,No,,,,,,
2014,45,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,No,,No,,No,,,Don't know,No,,No,,,,,,1,,,No,,,,,Don't know,,26-100,,,,,,,,Sometimes,,,,,,,,,Indiana,Don't know,1,,,,,,,,,,,United States,,30,Male,,,,No,No,,No,Maybe,,,,,,
2014,46,"Our health plan has covered my psychotherapy and my antidepressant medication. My manager has been aware but discreet throughout. I did get negative reviews when my depression was trashing my delivery, but, y'know, I wasn't delivering.",,0,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,No,,No,,No,,,Yes,Yes,,No,,,,,,1,,,No,,,,,Somewhat easy,,26-100,,,,,,,,Sometimes,,,,,,,,,Texas,Yes,1,,,,,,,,,,,United States,,38,Female,,,,Some of them,Yes,,No,No,,,,,,
2014,47,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,Not sure,,,No,,Maybe,,No,,,Don't know,No,,No,,,,,,0,,,No,,,,,Don't know,,26-100,,,,,,,,-1,,,,,,,,,-1,Don't know,1,,,,,,,,,,,United Kingdom,,28,Male,,,,Some of them,Yes,,Maybe,Yes,,,,,,
2014,48,-1,,0,,,,,,,,,,,,,,,,,,,Don't know,No,,,,,No,,,No,,No,,No,,,No,No,,No,,,,,,0,,,No,,,,,Don't know,,6-25,,,,,,,,-1,,,,,,,,,Tennessee,Don't know,1,,,,,,,,,,,United States,,34,Male,,,,Yes,Yes,,Maybe,Yes,,,,,,
