id,year,text,label
3162,2020,"They were depressed and wanted to know if I knew a therapist or Dr I could recommend No, none of my previous supervisors At some of my previous employers My anxiety is situational and VERY obvious when I am having an issue dealing w situation Already older candidate so need to be seen as physically active and capable Again, older candidate don't want excuse not to be considered Had a panic attack,explained it was a panic attack but ambulance still called for ""insurance"" reasons I've met a lot of people with slight OCD, anxiety, or social anxiety in tech so I think we accept it more even if we don't directly say/support  person I really appreciate your survey and possibly ways to make mental health more visible",1
1833,2017,I'm not sure. I brought up stress factors. We tried to come up with ways to reduce stress. It is a work in progress. I don't recall a specific example. Some of my previous supervisors,1
105,2014,"While not personally affected, I do have immediate family with mental health illness and my employer has been very supportive. Thanks for doing this survey.",1
393,2016,HR,2
2962,2019,"Yes, all of my previous supervisors",2
3488,2022,"No, none of my previous supervisors No, at none of my previous employers Being a female in the tech world is hard enough wouldn't want to be female with an issue. Being a female with a mental health issue, I've seen and heard how that would go. Stop labeling/categorizing people.",0
2466,2018,Continue to reduce stigma. Particularly bad amongst older developers where there’s a cultural difference. Some of my previous supervisors,1
3389,2022,"Discussions around my ADHD were superficial but beneficial to the relationship with my supervisors. Discussions around stress, anxiety, and depression were equally superficial but beneficial. No repercussions and general support for my needs. Thankfully at this time my needs are within what might be considered ""normal"" and I hesitate to speculate on more extensive accommodation requests. Understanding coworkers who shared some of their struggles as well. Conversion derived from a common understanding around circumstances and similar struggles. Some of my previous supervisors At some of my previous employers If the physical condition were relevant to the position I was being hired for, I would. If I felt that my mental health issues would be a hindrance in my ability to perform the functions of the position, I would consider bringing it to light during the pre-employment phase of conversations. Provide an environment that allows for immediate mental health breaks and a distraction free workplace for those that require it to best function. Employ adequate resources so that overworked teams can get the reprieve needed to function efficiently.",1
1313,2016,Dev Evangelist/Advocate | DevOps/SysAdmin | Back-end Developer Some of my previous employers,2
2832,2019,"collective bargaining No, none of my previous supervisors",2
3358,2022,"Slack conversations about ADHD, Autism, Anxiety Slack conversations about ADHD Some of my previous supervisors At some of my previous employers It's just asking to be discriminated against. I'd bring it up after I accepted an offer. Same answer: just courting discrimination",0
388,2016,Support | Other Some of my previous employers,2
263,2016,"DevOps/SysAdmin No, at none of my previous employers",2
2839,2019,"I'm pretty particular about who I talk about my mental illnesses with, but because I have an ESA, it is rather obvious. I typically just tell them the ESA is for mental health, and they don't see too concerned. I requested an accomodation for an emotional support animal, and my supervisor and my unit director were both very supportive. In fact, my supervisor said she ""had my back"" with this. I disclosed my mental illnesses to a previous supervisor, and he actually then disclosed that he shared the same illnesses. I didn't feel so alone after that conversation. Some of my previous supervisors",1
1126,2016,"Supervisor/Team Lead No, at none of my previous employers",0
908,2016,Back-end Developer Some of my previous employers,2
2347,2018,"Open 1 on 1 communication with employees. Better benefits disclosure. No, none of my previous supervisors",1
109,2014,"(yes, but the situation was unusual and involved a change in leadership at a very high level in the organization, as well as an extended leave of absence)",2
3093,2020,"Yes, all of my previous supervisors Yes, at all of my previous employers",2
2572,2018,"I think managers talking about it would cause it to be more accepting for employees to talk about it. Overall, people need to talk more about mental health to make it more normalized. I have coworkers who are close enough friends that I am comfortable talking about all aspects of my mental health. One former coworker would be telling me to go out for a walk because I was starting to get depressed. I felt like I was making an excuse as I was talking about how I was seeing a psychiatrist and getting on medication had caused me to become horribly depressed. Recently a coworker was willing to talk about childhood trauma regarding seeing a psychiatrist that makes them not want to see one now. 

Another coworker made people uncomfortable by publicly talking way too much about his mental health. It was impossible to have a normal conversation with him without it veering into therapy for him. I think it's made a lot of my teammates uncomfortable talking about mental health issues.",1
2680,2018,"Too many tech industry leaders/managers are bullies. That and teh bro atmosphere at so many places are a block to effective mental health support. Two topics: 1) related to witnessing a murder; 2) with a few co-workers discussing depression & anxiety issues. I witnessed a shooting/murder outside our office and had several months of difficult mental state. The employer was supportive and understanding. The health plan provided only one telephone call with a psychologist and then online only ""support"". Pretty useless. No, none of my previous supervisors",1
2582,2018,"Improve the culture, and get rid of the toxic masculinity/sexism in the workplace. About depression and general mental health issues. No, none of my previous supervisors",1
1782,2017,"""I've been down a bit lately."" ""I've been struggling a bit lately."" No, none of my previous supervisors",1
565,2016,"Support No, at none of my previous employers",0
249,2016,Back-end Developer | Supervisor/Team Lead Some of my previous employers,2
1516,2016,Front-end Developer Some of my previous employers,2
2421,2018,Even though my experiences are limited I'd say that the tech industry as a whole is more aware of mental health issues than most fields. I discussed the stresses of being in a new environment and my anxiety.  They reacted positively and were very supportive. Some of my previous supervisors,1
1846,2017,"allow people to breathe, fail, and learn. I was fired when I collapsed from exhaustion and was hospitalized for pneumonia, bipolar etc. My mom died. They offered support. Stress. Depression. Loss. 

Most are sympathetic, but don't have good coping skills. I end up coaching every time. Stressed and job not right fit. I let them know I was leaving for a better fit. they are stressed to meet goals. toxic work conditions. Please think very hard about women/POC and mental health in tech. Our workspaces can be traumatic and triggering. We are constantly belittled, made invisible and shit on. Some of my previous supervisors",1
3394,2022,"If anyone brings up the discussion on the table, I may be involved discussing about it. Otherwise, I'm not willing to. Same as for physical health issue. They could routinely checkup their employees and see if they're comfortable in the workplace.",0
2626,2018,I don't know,2
1691,2017,Some of my previous supervisors,2
1102,2016,"Back-end Developer No, at none of my previous employers",2
1266,2016,"DevOps/SysAdmin No, at none of my previous employers",2
3500,2023,"They appeared to be ok with my weekly therapy sessions; however, I scheduled them during my lunch break. Also, I was laid off before I went on Short Term Disability. Therefore, it felt like I was ""quiet fired"" due to the duration of time needed. Indifference I had weekly in-person sessions pre-COVID and had to request time off. Unfortunately, I ran out of PTO, so I had to meet with our benefits administrator to discuss my options that didn't interfere with the work day. My teammates also lived with a mental illness, so it was nice knowing that I could be open with them and them with me. We were able to talk through things if we needed to. Understanding. Active listening. Empathy. When I put in my request for STD, I experienced some hindrance to my requested time off from HR. At another employer, my appointments interfered with my work schedule, and my manager informed me that I would need to take unpaid leave to continue with my weekly appointments. Add additional mental health resources to health benefits that aren't an EAP. For example, employees at my previous employer had difficulty finding providers that accepted our insurance, so they defaulted to ""they can use their FSA/HSA to cover the cost"" or ""they can utilize their fringe benefits."" And, of course, suggesting using our EAP. There needs to be a more open discussion about living with a mental illness, especially from the top. Create an environment where folx feel comfortable talking about their feelings - practicing psychological safety and active listening. Same level of comfort for each No, I only became aware later Some of my previous supervisors At some of my previous employers Although employers say they don't have biases against physical health issues, they do. It's treated as an inconvenience.",1
1618,2017,"Be more open about mental health issues and offer support to this in need. I let my colleague know that I was feeling quite a bit under the weather. He was very understanding and gave me a lot of support. On my second day of work, I had a breakdown and was unable to enter the building. My employer met me outside  and listened to my problems. Following our conversation he offered to let me work from home, which I did until a few weeks later when I was comfortable to come into the office. They let me know they were having problems over lunch. Although I didn't feel I was able to offer much, they let me know that they were thankful just to be able to share their issues with someone.",1
1478,2016,One-person shop | Designer | Support Some of my previous employers,2
3470,2022,"I don't know No, at none of my previous employers I don't know. Why not?",2
2693,2018,"Medical insurance No, none of my previous supervisors",2
3337,2021,"Some of my previous supervisors At some of my previous employers No if it's irrelevant, yes if it's visible/relevant No if it's irrelevant, yes if it's relevant for the job Talk withe employees, and create a positive environment",1
886,2016,"One-person shop No, at none of my previous employers",2
3012,2019,"Normalizing the idea of mental health as a priority for the company - making it clear that the company can only thrive if its employees can. I observed a situation where a mental health issue wasn't communicated and was treated as a performance issue, where the person wasn't given the resources they needed to succeed. I have talked generically about having conversations with my therapist with coworkers, and they've generally been receptive/relieved to learn that I'm (also) in therapy. After a colleague passed away suddenly, there were a number of conversations about mental health that came up - how we were doing day to day, and so on - and we brought in a specialist from our benefits team to discuss the available options for mental health resources. I've had many conversations with coworkers about their mental health, usually as it relates to the resources they need at work - flexibility, time off, a particular kind of project to focus on. The goal of these conversations is always to make it feel as normal as a discussion about accommodations for a broken leg. No, none of my previous supervisors",1
1890,2017,"Society as a whole doesn't understand or support mental illness. I just saw my primary care doctor at Kaiser, and he told me to ""get back to work soon"" while I am fighting for a reason to keep on going with this severe depressive episode (I have bipolar 2) Comments about mentally ill people I wish we could change things, but the bottom line will always matter in the private sector, not the well being of employees.  Money talks.  Employers and managers don't care about your well being, they need employees who can produce and be reliable.  Period.  The bottom line....this is a capitalistic society and if you have a mental illness, you are better off moving to a socialistic society so you at least have health care and are taken care of.  I might move to Canada :) No, none of my previous supervisors",1
2399,2018,"Stop interview processes such as whiteboarding, live coding, etc. These cause a lot of impostor syndrome in candidates and cause many of them to beat themselves up after a bad interview. The aforementioned coworker who was subject to panic attacks experienced such an event while at work. They were unable to step away from their duties to cope with it. No, none of my previous supervisors",1
2409,2018,"No, none of my previous supervisors",2
1904,2017,"Employers need to make a real effort to support their employees who may be going through mental health issues Same incident as above, I had been particularly rude to one colleague and felt that I owed her an apology.  In the course of apologising I explained about my mental health issues.  She initially reacted along the lines of 'we all feel down from time to time' until she realised that I was actually suffering from a diagnosed illness and not self diagnosed. Was going through a particularly tough spell not long after I started in the job and got extremely irritable to the point it was noticed by others.  A day or two later I took my manager to the side and told him what had been happening and that I suffer from depression and anxiety.  My managers reactions were somewhat of disbelief, he said that until that incident (which he put down to just having a couple of bad days with tough deadlines) he never would have thought I suffered from mental health issues as I'm usually very upbeat in the office.  Was told to not feel it's something I need to hide away and that if I ever needed time to myself that it would be arranged. Some of my previous supervisors",1
1193,2016,Supervisor/Team Lead I don't know,2
493,2016,"Back-end Developer No, at none of my previous employers",2
